,word,duration,sd,ed
807, diruz,5,2007-01-20 00:00:00,2007-01-25 00:00:00
808, google,6991,2003-05-15 00:00:00,2022-07-05 00:00:00
809, angosht,1,2013-06-11 00:00:00,2013-06-12 00:00:00
810, werz,131,2005-11-12 00:00:00,2006-03-23 00:00:00
811, wazenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
812, website,1425,2010-02-15 00:00:00,2014-01-10 00:00:00
813, gund,11,2007-03-04 00:00:00,2007-03-15 00:00:00
814, ziwiya,2739,2006-04-16 00:00:00,2013-10-15 00:00:00
815, mossad,112,2008-12-21 00:00:00,2009-04-12 00:00:00
816, kizgin,1,2004-06-19 00:00:00,2004-06-20 00:00:00
817, xebat,1,2006-10-19 00:00:00,2006-10-20 00:00:00
818, deneme,12,2004-09-30 00:00:00,2004-10-12 00:00:00
819, lebe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
820, blut,5,2007-01-20 00:00:00,2007-01-25 00:00:00
821, serre,5,2007-01-20 00:00:00,2007-01-25 00:00:00
822, izadys,9,2008-02-29 00:00:00,2008-03-09 00:00:00
823, gutis,3,2006-05-16 00:00:00,2006-05-19 00:00:00
824, hesin,1,2006-01-03 00:00:00,2006-01-04 00:00:00
825,azarbaijan,638,2004-07-17 00:00:00,2006-04-16 00:00:00
826, merdox,8,2013-03-19 00:00:00,2013-03-27 00:00:00
827, gramatical,4,2008-01-25 00:00:00,2008-01-29 00:00:00
828, salah,270,2008-03-25 00:00:00,2008-12-20 00:00:00
829, hesht,6,2013-12-17 00:00:00,2013-12-23 00:00:00
830, sehr,172,2005-10-03 00:00:00,2006-03-24 00:00:00
831, javrud,220,2004-04-30 00:00:00,2004-12-06 00:00:00
832, shewe,5,2007-01-20 00:00:00,2007-01-25 00:00:00
833, kreyenbroek,1124,2006-10-31 00:00:00,2009-11-28 00:00:00
834, yaptikca,1,2004-06-19 00:00:00,2004-06-20 00:00:00
835, liebe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
836, gentically,19,2006-04-26 00:00:00,2006-05-15 00:00:00
837, leber,1,2013-06-11 00:00:00,2013-06-12 00:00:00
838, ghafaseh,1,2013-06-11 00:00:00,2013-06-12 00:00:00
839, dirouz,4,2007-01-21 00:00:00,2007-01-25 00:00:00
840, belochi,45,2008-05-06 00:00:00,2008-06-20 00:00:00
841, ghesse,12,2006-03-07 00:00:00,2006-03-19 00:00:00
842, zerdesht,5,2006-06-28 00:00:00,2006-07-03 00:00:00
843, tisch,106,2005-06-12 00:00:00,2005-09-26 00:00:00
844, ekem,10,2007-03-05 00:00:00,2007-03-15 00:00:00
845, pusar,1,2013-06-11 00:00:00,2013-06-12 00:00:00
846, koche,11,2007-03-04 00:00:00,2007-03-15 00:00:00
847, paveh,4031,2004-04-30 00:00:00,2015-05-14 00:00:00
848, roshe,4,2007-01-21 00:00:00,2007-01-25 00:00:00
849, kurdic,3419,2004-07-17 00:00:00,2013-11-26 00:00:00
850, tropfen,172,2005-10-03 00:00:00,2006-03-24 00:00:00
851, sehe,11,2007-03-04 00:00:00,2007-03-15 00:00:00
852, khatamini,16,2013-12-01 00:00:00,2013-12-17 00:00:00
853, studien,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
854, ebdulah,24,2005-11-12 00:00:00,2005-12-06 00:00:00
855, telaviv,1,2008-11-19 00:00:00,2008-11-20 00:00:00
856, qayk,2,2011-09-02 00:00:00,2011-09-04 00:00:00
857, ciwan,1,2006-01-03 00:00:00,2006-01-04 00:00:00
858, norooz,1,2008-11-19 00:00:00,2008-11-20 00:00:00
859, englisch,1,2007-03-04 00:00:00,2007-03-05 00:00:00
860, hatyr,4,2007-01-21 00:00:00,2007-01-25 00:00:00
861, mireg,4,2007-01-21 00:00:00,2007-01-25 00:00:00
862, windfuhr,4460,2010-04-19 00:00:00,2022-07-05 00:00:00
863, henguyn,37,2005-10-03 00:00:00,2005-11-09 00:00:00
864, dorst,11,2007-03-04 00:00:00,2007-03-15 00:00:00
865, kalhuri,5,2011-06-09 00:00:00,2011-06-14 00:00:00
866, liberman,1352,2018-10-22 00:00:00,2022-07-05 00:00:00
867, pedar,5,2007-01-20 00:00:00,2007-01-25 00:00:00
868, turksih,1,2008-10-26 00:00:00,2008-10-27 00:00:00
869, knie,1,2013-06-11 00:00:00,2013-06-12 00:00:00
870, helk,4,2007-01-21 00:00:00,2007-01-25 00:00:00
871, mekeru,11,2007-03-04 00:00:00,2007-03-15 00:00:00
872, zagros,2892,2005-11-14 00:00:00,2013-10-15 00:00:00
873, konda,1,2010-04-19 00:00:00,2010-04-20 00:00:00
874, kurkish,1338,2010-02-15 00:00:00,2013-10-15 00:00:00
875, imagesize,1307,2018-12-06 00:00:00,2022-07-05 00:00:00
876, zazaki,3026,2007-03-04 00:00:00,2015-06-16 00:00:00
877, rusta,10,2007-03-05 00:00:00,2007-03-15 00:00:00
878, femininum,1,2013-06-11 00:00:00,2013-06-12 00:00:00
879, mahmoudveysi,1,2015-01-21 00:00:00,2015-01-22 00:00:00
880, subgrouping,2722,2015-01-21 00:00:00,2022-07-05 00:00:00
881, vocaoulary,1,2006-04-17 00:00:00,2006-04-18 00:00:00
882, emin,6,2013-12-17 00:00:00,2013-12-23 00:00:00
883, warum,11,2007-03-04 00:00:00,2007-03-15 00:00:00
884, dorf,11,2007-03-04 00:00:00,2007-03-15 00:00:00
885, dekujim,10,2007-03-05 00:00:00,2007-03-15 00:00:00
886,airingprogramming,66,2009-10-09 00:00:00,2009-12-14 00:00:00
887, awar,4,2007-01-21 00:00:00,2007-01-25 00:00:00
888, milyon,355,2011-09-23 00:00:00,2012-09-12 00:00:00
889, malaye,50,2007-11-16 00:00:00,2008-01-05 00:00:00
890, kash,3,2012-01-05 00:00:00,2012-01-08 00:00:00
891, ferhenga,8,2013-03-19 00:00:00,2013-03-27 00:00:00
892, fasit,1,2004-06-19 00:00:00,2004-06-20 00:00:00
893, kurdi,903,2004-04-30 00:00:00,2006-10-20 00:00:00
894, nacken,1,2013-06-11 00:00:00,2013-06-12 00:00:00
895, kanala,3868,2011-12-02 00:00:00,2022-07-05 00:00:00
896, sozluk,129,2005-11-12 00:00:00,2006-03-21 00:00:00
897, griyistan,5,2007-01-20 00:00:00,2007-01-25 00:00:00
898, kopf,4537,2007-01-20 00:00:00,2019-06-23 00:00:00
899, bileniyor,1,2004-06-19 00:00:00,2004-06-20 00:00:00
900, ters,45,2007-01-20 00:00:00,2007-03-06 00:00:00
901, ergatitviy,213,2006-04-14 00:00:00,2006-11-13 00:00:00
902, kurder,2,2007-07-03 00:00:00,2007-07-05 00:00:00
903, dialectes,110,2006-07-05 00:00:00,2006-10-23 00:00:00
904, patari,281,2006-06-07 00:00:00,2007-03-15 00:00:00
905, ettikce,1,2004-06-19 00:00:00,2004-06-20 00:00:00
906, slovar,129,2005-11-12 00:00:00,2006-03-21 00:00:00
907, zhe,25,2006-12-17 00:00:00,2007-01-11 00:00:00
908, sagen,11,2007-03-04 00:00:00,2007-03-15 00:00:00
909, gholveh,1,2013-06-11 00:00:00,2013-06-12 00:00:00
910, herz,2335,2007-01-20 00:00:00,2013-06-12 00:00:00
911, digirim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
912, urzenan,11,2007-03-04 00:00:00,2007-03-15 00:00:00
913, giring,1,2006-01-03 00:00:00,2006-01-04 00:00:00
914, wesh,5,2007-01-20 00:00:00,2007-01-25 00:00:00
915, nebez,29,2005-11-12 00:00:00,2005-12-11 00:00:00
916, dlope,61,2005-10-24 00:00:00,2005-12-24 00:00:00
917, neveshteha,16,2006-03-07 00:00:00,2006-03-23 00:00:00
918, shuy,5,2007-01-20 00:00:00,2007-01-25 00:00:00
919,amoo,1,2013-06-11 00:00:00,2013-06-12 00:00:00
920, hewraman,44,2009-02-01 00:00:00,2009-03-17 00:00:00
921,dimila,351,2003-05-15 00:00:00,2004-04-30 00:00:00
922, ancstors,4,2006-05-15 00:00:00,2006-05-19 00:00:00
923, institut,1948,2014-02-21 00:00:00,2019-06-23 00:00:00
924, asin,63,2005-11-12 00:00:00,2006-01-14 00:00:00
925, yazidi,4947,2008-12-18 00:00:00,2022-07-05 00:00:00
926, dibim,11,2007-03-04 00:00:00,2007-03-15 00:00:00
927, sehol,131,2005-11-12 00:00:00,2006-03-23 00:00:00
928, widly,3,2010-02-12 00:00:00,2010-02-15 00:00:00
929, kolyaei,679,2004-04-30 00:00:00,2006-03-10 00:00:00
930, iraninians,1,2010-01-22 00:00:00,2010-01-23 00:00:00
931, probaly,8,2006-05-16 00:00:00,2006-05-24 00:00:00
932, kosp,131,2005-11-12 00:00:00,2006-03-23 00:00:00
933, kurz,2809,2005-10-03 00:00:00,2013-06-12 00:00:00
934, xvith,6,2013-12-17 00:00:00,2013-12-23 00:00:00
